State Code (FIPS)	County Code (FIPS)	Area Name (including legal/statistical area description)
26	115	Exeter township
26	115	Flat Rock city
26	115	Frenchtown township
26	115	Ida township
26	115	La Salle township
26	115	London township
26	115	Luna Pier city
26	115	Milan township
26	115	Milan city
26	115	Monroe city
26	115	Monroe charter township
26	115	Petersburg city
26	115	Raisinville township
26	115	Summerfield township
26	115	Whiteford township
26	117	Montcalm County
26	117	Belvidere township
26	117	Bloomer township
26	117	Bushnell township
26	117	Carson City city
26	117	Cato township
26	117	Crystal township
26	117	Day township
26	117	Douglass township
26	117	Eureka township
26	117	Evergreen township
26	117	Fairplain township
26	117	Ferris township
26	117	Greenville city
26	117	Home township
26	117	Maple Valley township
26	117	Montcalm township
26	117	Pierson township
26	117	Pine township
26	117	Reynolds township
26	117	Richland township
26	117	Sidney township
26	117	Stanton city
26	117	Winfield township
26	119	Montmorency County
26	119	Albert township
26	119	Avery township
26	119	Briley township
26	119	Hillman township
26	119	Loud township
26	119	Montmorency township
26	119	Rust township
26	119	Vienna township
26	121	Muskegon County
26	121	Blue Lake township
26	121	Casnovia township
26	121	Cedar Creek township
26	121	Dalton township
26	121	Egelston township
26	121	Fruitland township
26	121	Fruitport charter township
26	121	Holton township
26	121	Laketon township
26	121	Montague city
26	121	Montague township
26	121	Moorland township
26	121	Muskegon city
26	121	Muskegon charter township
26	121	Muskegon Heights city
26	121	North Muskegon city
26	121	Norton Shores city
26	121	Ravenna township
26	121	Roosevelt Park city
26	121	Sullivan township
26	121	Whitehall city
26	121	Whitehall township
26	121	White River township
26	123	Newaygo County
26	123	Ashland township
26	123	Barton township
26	123	Beaver township
26	123	Big Prairie township
26	123	Bridgeton township
26	123	Brooks township
26	123	Croton township
26	123	Dayton township
26	123	Denver township
26	123	Ensley township
26	123	Everett township
26	123	Fremont city
26	123	Garfield township
26	123	Goodwell township
26	123	Grant city
26	123	Grant township
26	123	Home township
26	123	Lilley township
26	123	Lincoln township
26	123	Merrill township
26	123	Monroe township
26	123	Newaygo city
26	123	Norwich township
26	123	Sheridan charter township
26	123	Sherman township
26	123	Troy township
26	123	White Cloud city
26	123	Wilcox township
26	125	Oakland County
26	125	Addison township
26	125	Auburn Hills city
26	125	Berkley city
26	125	Birmingham city
26	125	Bloomfield charter township
26	125	Bloomfield Hills city
26	125	Brandon charter township
26	125	Clawson city
26	125	Commerce charter township
26	125	Farmington city
26	125	Farmington Hills city
26	125	Fenton city
26	125	Ferndale city
26	125	Groveland township
26	125	Hazel Park city
26	125	Highland charter township
26	125	Holly township
26	125	Huntington Woods city
26	125	Independence charter township
26	125	Keego Harbor city
26	125	Lake Angelus city
26	125	Lathrup Village city
26	125	Lyon charter township
26	125	Madison Heights city
26	125	Milford charter township
26	125	Northville city
26	125	Novi city
26	125	Novi township
26	125	Oakland charter township
26	125	Oak Park city
26	125	Orchard Lake Village city
26	125	Orion charter township
26	125	Oxford charter township
26	125	Pleasant Ridge city
26	125	Pontiac city
26	125	Rochester city
26	125	Rochester Hills city
26	125	Rose township
26	125	Royal Oak city
26	125	Royal Oak charter township
26	125	Southfield city
26	125	Southfield township
26	125	South Lyon city
26	125	Springfield charter township
26	125	Sylvan Lake city
26	125	Troy city
26	125	Village of Clarkston city
26	125	Walled Lake city
26	125	Waterford charter township
26	125	West Bloomfield charter township
26	125	White Lake charter township
26	125	Wixom city
26	127	Oceana County
26	127	Benona township
26	127	Claybanks township
26	127	Colfax township
26	127	Crystal township
26	127	Elbridge township
26	127	Ferry township
26	127	Golden township
26	127	Grant township
26	127	Greenwood township
26	127	Hart city
26	127	Hart township
26	127	Leavitt township
26	127	Newfield township
26	127	Otto township
26	127	Pentwater township
26	127	Shelby township
26	127	Weare township
26	129	Ogemaw County
26	129	Churchill township
26	129	Cumming township
26	129	Edwards township
26	129	Foster township
26	129	Goodar township
26	129	Hill township
26	129	Horton township
26	129	Klacking township
26	129	Logan township
26	129	Mills township
26	129	Ogemaw township
26	129	Richland township
26	129	Rose township
26	129	Rose City city
26	129	West Branch city
26	129	West Branch township
26	131	Ontonagon County
26	131	Bergland township
26	131	Bohemia township
26	131	Carp Lake township
26	131	Greenland township
26	131	Haight township
26	131	Interior township
26	131	McMillan township
26	131	Matchwood township
26	131	Ontonagon township
26	131	Rockland township
26	131	Stannard township
26	133	Osceola County
26	133	Burdell township
26	133	Cedar township
26	133	Evart city
26	133	Evart township
26	133	Hartwick township
26	133	Hersey township
26	133	Highland township
26	133	Le Roy township
26	133	Lincoln township
26	133	Marion township
26	133	Middle Branch township
26	133	Orient township
26	133	Osceola township
26	133	Reed City city
26	133	Richmond township
26	133	Rose Lake township
26	133	Sherman township
26	133	Sylvan township
26	135	Oscoda County
26	135	Big Creek township
26	135	Clinton township
26	135	Comins township
26	135	Elmer township
26	135	Greenwood township
26	135	Mentor township
26	137	Otsego County
26	137	Bagley township
26	137	Charlton township
26	137	Chester township
26	137	Corwith township
26	137	Dover township
26	137	Elmira township
26	137	Gaylord city
26	137	Hayes township
26	137	Livingston township
26	137	Otsego Lake township
26	139	Ottawa County
26	139	Allendale charter township
26	139	Blendon township
26	139	Chester township
26	139	Coopersville city
26	139	Crockery township
26	139	Ferrysburg city
26	139	Georgetown charter township
26	139	Grand Haven city
26	139	Grand Haven charter township
26	139	Holland city
26	139	Holland charter township
26	139	Hudsonville city
26	139	Jamestown charter township
26	139	Olive township
26	139	Park township
26	139	Polkton charter township
26	139	Port Sheldon township
26	139	Robinson township
26	139	Spring Lake township
26	139	Tallmadge charter township
26	139	Wright township
26	139	Zeeland city
26	139	Zeeland charter township
26	141	Presque Isle County
26	141	Allis township
26	141	Bearinger township
26	141	Belknap township
26	141	Bismarck township
26	141	Case township
26	141	Krakow township
26	141	Metz township
26	141	Moltke township
26	141	North Allis township
26	141	Ocqueoc township
26	141	Onaway city
26	141	Posen township
26	141	Presque Isle township
26	141	Pulawski township
26	141	Rogers township
26	141	Rogers City city
26	143	Roscommon County
26	143	Au Sable township
26	143	Backus township
26	143	Denton township
26	143	Gerrish township
26	143	Higgins township
26	143	Lake township
26	143	Lyon township
26	143	Markey township
26	143	Nester township
26	143	Richfield township
26	143	Roscommon township
26	145	Saginaw County
26	145	Albee township
26	145	Birch Run township
26	145	Blumfield township
26	145	Brady township
26	145	Brant township
26	145	Bridgeport charter township
26	145	Buena Vista charter township
26	145	Carrollton township
26	145	Chapin township
26	145	Chesaning township
26	145	Frankenmuth city
26	145	Frankenmuth township
26	145	Fremont township
26	145	James township
26	145	Jonesfield township
26	145	Kochville township
26	145	Lakefield township
26	145	Maple Grove township
26	145	Marion township
26	145	Richland township
26	145	Saginaw city
26	145	Saginaw charter township
26	145	St. Charles township
26	145	Spaulding township
26	145	Swan Creek township
26	145	Taymouth township
26	145	Thomas township
26	145	Tittabawassee township
26	145	Zilwaukee city
26	145	Zilwaukee township
26	147	St. Clair County
26	147	Algonac city
26	147	Berlin township
26	147	Brockway township
26	147	Burtchville township
26	147	Casco township
26	147	China township
26	147	Clay township
26	147	Clyde township
26	147	Columbus township
26	147	Cottrellville township
26	147	East China township
26	147	Emmett township
26	147	Fort Gratiot charter township
26	147	Grant township
26	147	Greenwood township
26	147	Ira township
26	147	Kenockee township
26	147	Kimball township
26	147	Lynn township
26	147	Marine City city
26	147	Marysville city
26	147	Memphis city
26	147	Mussey township
26	147	Port Huron city
26	147	Port Huron charter township
26	147	Richmond city
26	147	Riley township
26	147	St. Clair city
26	147	St. Clair township
26	147	Wales township
26	147	Yale city
26	149	St. Joseph County
26	149	Burr Oak township
26	149	Colon township
26	149	Constantine township
26	149	Fabius township
26	149	Fawn River township
26	149	Florence township
26	149	Flowerfield township
26	149	Leonidas township
26	149	Lockport township
26	149	Mendon township
26	149	Mottville township
26	149	Nottawa township
26	149	Park township
26	149	Sherman township
26	149	Sturgis city
26	149	Sturgis township
26	149	Three Rivers city
26	149	White Pigeon township
26	151	Sanilac County
26	151	Argyle township
26	151	Austin township
26	151	Bridgehampton township
26	151	Brown City city
26	151	Buel township
26	151	Croswell city
26	151	Custer township
26	151	Delaware township
26	151	Elk township
26	151	Elmer township
26	151	Evergreen township
26	151	Flynn township
26	151	Forester township
26	151	Fremont township
26	151	Greenleaf township
26	151	Lamotte township
26	151	Lexington township
26	151	Maple Valley township
26	151	Marion township
26	151	Marlette city
26	151	Marlette township
26	151	Minden township
26	151	Moore township
26	151	Sandusky city
26	151	Sanilac township
26	151	Speaker township
26	151	Washington township
26	151	Watertown township
26	151	Wheatland township
26	151	Worth township
26	153	Schoolcraft County
26	153	Doyle township
26	153	Germfask township
26	153	Hiawatha township
26	153	Inwood township
26	153	Manistique city
26	153	Manistique township
26	153	Mueller township
26	153	Seney township
26	153	Thompson township
26	155	Shiawassee County
26	155	Antrim township
26	155	Bennington township
26	155	Burns township
26	155	Caledonia charter township
26	155	Corunna city
26	155	Durand city
26	155	Fairfield township
26	155	Hazelton township
26	155	Laingsburg city
26	155	Middlebury township
26	155	New Haven township
26	155	Owosso city
26	155	Owosso charter township
26	155	Perry city
26	155	Perry township
26	155	Rush township
26	155	Sciota township
26	155	Shiawassee township
26	155	Venice township
26	155	Vernon township
26	155	Woodhull township
26	157	Tuscola County
26	157	Akron township
26	157	Almer township
26	157	Arbela township
26	157	Caro city
26	157	Columbia township
26	157	Dayton township
26	157	Denmark township
26	157	Elkland township
26	157	Ellington township
26	157	Elmwood township
26	157	Fairgrove township
26	157	Fremont township
26	157	Gilford township
26	157	Indianfields township
26	157	Juniata township
26	157	Kingston township
26	157	Koylton township
26	157	Millington township
26	157	Novesta township
26	157	Tuscola township
26	157	Vassar city
26	157	Vassar township
26	157	Watertown township
26	157	Wells township
26	157	Wisner township
26	159	Van Buren County
26	159	Almena township
26	159	Antwerp township
26	159	Arlington township
26	159	Bangor city
26	159	Bangor township
26	159	Bloomingdale township
